GISJOIN,YEAR,ZCTA5A,NAME_E,AH1PE001,NAME_M,AH1PM001
G94304,2013-2017,94304,ZCTA5 94304,103648,ZCTA5 94304,12009
G94305,2013-2017,94305,ZCTA5 94305,61173,ZCTA5 94305,14813
G94306,2013-2017,94306,ZCTA5 94306,125553,ZCTA5 94306,6014
G94401,2013-2017,94401,ZCTA5 94401,81608,ZCTA5 94401,3476
G94402,2013-2017,94402,ZCTA5 94402,140186,ZCTA5 94402,8523
G94403,2013-2017,94403,ZCTA5 94403,112935,ZCTA5 94403,5181
G94404,2013-2017,94404,ZCTA5 94404,134056,ZCTA5 94404,3520
G94501,2013-2017,94501,ZCTA5 94501,81626,ZCTA5 94501,2891
G94502,2013-2017,94502,ZCTA5 94502,122368,ZCTA5 94502,9783
G94503,2013-2017,94503,ZCTA5 94503,91802,ZCTA5 94503,7555
G94505,2013-2017,94505,ZCTA5 94505,114886,ZCTA5 94505,8505
G94506,2013-2017,94506,ZCTA5 94506,186378,ZCTA5 94506,13963
G94507,2013-2017,94507,ZCTA5 94507,202336,ZCTA5 94507,22877
G94508,2013-2017,94508,ZCTA5 94508,80795,ZCTA5 94508,16389
G94509,2013-2017,94509,ZCTA5 94509,58823,ZCTA5 94509,3115
G94510,2013-2017,94510,ZCTA5 94510,95291,ZCTA5 94510,3098
G94511,2013-2017,94511,ZCTA5 94511,36167,ZCTA5 94511,11628
G94512,2013-2017,94512,ZCTA5 94512,,ZCTA5 94512,
G94513,2013-2017,94513,ZCTA5 94513,96827,ZCTA5 94513,5266
G94514,2013-2017,94514,ZCTA5 94514,72875,ZCTA5 94514,30735
G94515,2013-2017,94515,ZCTA5 94515,68603,ZCTA5 94515,21008
G94516,2013-2017,94516,ZCTA5 94516,88500,ZCTA5 94516,24228
G94517,2013-2017,94517,ZCTA5 94517,140361,ZCTA5 94517,10021
G94518,2013-2017,94518,ZCTA5 94518,84896,ZCTA5 94518,5098
G94519,2013-2017,94519,ZCTA5 94519,79390,ZCTA5 94519,5104
G94520,2013-2017,94520,ZCTA5 94520,52082,ZCTA5 94520,3273
G94521,2013-2017,94521,ZCTA5 94521,94637,ZCTA5 94521,4986
G94523,2013-2017,94523,ZCTA5 94523,100889,ZCTA5 94523,3968
G94525,2013-2017,94525,ZCTA5 94525,79886,ZCTA5 94525,22063
G94526,2013-2017,94526,ZCTA5 94526,141761,ZCTA5 94526,12767
G94528,2013-2017,94528,ZCTA5 94528,,ZCTA5 94528,
G94530,2013-2017,94530,ZCTA5 94530,96192,ZCTA5 94530,3278
G94531,2013-2017,94531,ZCTA5 94531,93466,ZCTA5 94531,5801
G94533,2013-2017,94533,ZCTA5 94533,62612,ZCTA5 94533,2328
G94534,2013-2017,94534,ZCTA5 94534,105033,ZCTA5 94534,3820
G94535,2013-2017,94535,ZCTA5 94535,60741,ZCTA5 94535,6995
G94536,2013-2017,94536,ZCTA5 94536,112587,ZCTA5 94536,5677
G94538,2013-2017,94538,ZCTA5 94538,101065,ZCTA5 94538,2408
G94539,2013-2017,94539,ZCTA5 94539,160542,ZCTA5 94539,7846
G94541,2013-2017,94541,ZCTA5 94541,67819,ZCTA5 94541,3079
G94542,2013-2017,94542,ZCTA5 94542,103018,ZCTA5 94542,9369
G94544,2013-2017,94544,ZCTA5 94544,70207,ZCTA5 94544,3475
G94545,2013-2017,94545,ZCTA5 94545,84579,ZCTA5 94545,5365
G94546,2013-2017,94546,ZCTA5 94546,85492,ZCTA5 94546,4828
G94547,2013-2017,94547,ZCTA5 94547,107221,ZCTA5 94547,4015
G94548,2013-2017,94548,ZCTA5 94548,105329,ZCTA5 94548,18133
G94549,2013-2017,94549,ZCTA5 94549,155225,ZCTA5 94549,13297
G94550,2013-2017,94550,ZCTA5 94550,114930,ZCTA5 94550,6806
G94551,2013-2017,94551,ZCTA5 94551,108729,ZCTA5 94551,6466
G94552,2013-2017,94552,ZCTA5 94552,133321,ZCTA5 94552,14361
G94553,2013-2017,94553,ZCTA5 94553,89703,ZCTA5 94553,3248
G94555,2013-2017,94555,ZCTA5 94555,132823,ZCTA5 94555,5621
G94556,2013-2017,94556,ZCTA5 94556,139904,ZCTA5 94556,12836
G94558,2013-2017,94558,ZCTA5 94558,83491,ZCTA5 94558,2496
G94559,2013-2017,94559,ZCTA5 94559,68725,ZCTA5 94559,3662
G94560,2013-2017,94560,ZCTA5 94560,96817,ZCTA5 94560,3315
G94561,2013-2017,94561,ZCTA5 94561,88795,ZCTA5 94561,4811
G94563,2013-2017,94563,ZCTA5 94563,185066,ZCTA5 94563,18862
G94564,2013-2017,94564,ZCTA5 94564,83534,ZCTA5 94564,8390
G94565,2013-2017,94565,ZCTA5 94565,62255,ZCTA5 94565,2169
G94566,2013-2017,94566,ZCTA5 94566,139628,ZCTA5 94566,8835
G94567,2013-2017,94567,ZCTA5 94567,58375,ZCTA5 94567,13575
G94568,2013-2017,94568,ZCTA5 94568,133769,ZCTA5 94568,3452
G94569,2013-2017,94569,ZCTA5 94569,142905,ZCTA5 94569,24860
G94571,2013-2017,94571,ZCTA5 94571,64694,ZCTA5 94571,8097
G94572,2013-2017,94572,ZCTA5 94572,67175,ZCTA5 94572,14334
G94573,2013-2017,94573,ZCTA5 94573,,ZCTA5 94573,
G94574,2013-2017,94574,ZCTA5 94574,83720,ZCTA5 94574,9941
G94575,2013-2017,94575,ZCTA5 94575,,ZCTA5 94575,
G94576,2013-2017,94576,ZCTA5 94576,102188,ZCTA5 94576,76920
G94577,2013-2017,94577,ZCTA5 94577,67686,ZCTA5 94577,5192
G94578,2013-2017,94578,ZCTA5 94578,52419,ZCTA5 94578,3270
G94579,2013-2017,94579,ZCTA5 94579,78054,ZCTA5 94579,8550
G94580,2013-2017,94580,ZCTA5 94580,85021,ZCTA5 94580,3893
G94582,2013-2017,94582,ZCTA5 94582,149859,ZCTA5 94582,7694
G94583,2013-2017,94583,ZCTA5 94583,137719,ZCTA5 94583,7429
G94585,2013-2017,94585,ZCTA5 94585,74155,ZCTA5 94585,4953
G94586,2013-2017,94586,ZCTA5 94586,116250,ZCTA5 94586,19257
G94587,2013-2017,94587,ZCTA5 94587,95625,ZCTA5 94587,2905
G94588,2013-2017,94588,ZCTA5 94588,136734,ZCTA5 94588,6714
G94589,2013-2017,94589,ZCTA5 94589,59558,ZCTA5 94589,5055
G94590,2013-2017,94590,ZCTA5 94590,44689,ZCTA5 94590,3014
G94591,2013-2017,94591,ZCTA5 94591,78628,ZCTA5 94591,3927
G94592,2013-2017,94592,ZCTA5 94592,120125,ZCTA5 94592,38124
G94595,2013-2017,94595,ZCTA5 94595,66638,ZCTA5 94595,5590
G94596,2013-2017,94596,ZCTA5 94596,88527,ZCTA5 94596,5864
G94597,2013-2017,94597,ZCTA5 94597,98343,ZCTA5 94597,9153
G94598,2013-2017,94598,ZCTA5 94598,128299,ZCTA5 94598,9713
G94599,2013-2017,94599,ZCTA5 94599,71667,ZCTA5 94599,12180
G94601,2013-2017,94601,ZCTA5 94601,44666,ZCTA5 94601,2450
G94602,2013-2017,94602,ZCTA5 94602,78347,ZCTA5 94602,5281
G94603,2013-2017,94603,ZCTA5 94603,49793,ZCTA5 94603,3587
G94605,2013-2017,94605,ZCTA5 94605,66211,ZCTA5 94605,4074
G94606,2013-2017,94606,ZCTA5 94606,48421,ZCTA5 94606,2914
G94607,2013-2017,94607,ZCTA5 94607,41870,ZCTA5 94607,5665
G94608,2013-2017,94608,ZCTA5 94608,68352,ZCTA5 94608,5857
G94609,2013-2017,94609,ZCTA5 94609,73765,ZCTA5 94609,4045
G94610,2013-2017,94610,ZCTA5 94610,87059,ZCTA5 94610,3996
G94611,2013-2017,94611,ZCTA5 94611,120601,ZCTA5 94611,5164
G94612,2013-2017,94612,ZCTA5 94612,42880,ZCTA5 94612,6064
G94613,2013-2017,94613,ZCTA5 94613,,ZCTA5 94613,
G94618,2013-2017,94618,ZCTA5 94618,133125,ZCTA5 94618,15185
G94619,2013-2017,94619,ZCTA5 94619,82994,ZCTA5 94619,6354
G94621,2013-2017,94621,ZCTA5 94621,34566,ZCTA5 94621,3511
G94702,2013-2017,94702,ZCTA5 94702,77699,ZCTA5 94702,7054
G94703,2013-2017,94703,ZCTA5 94703,75181,ZCTA5 94703,6268
G94704,2013-2017,94704,ZCTA5 94704,26758,ZCTA5 94704,2250
G94705,2013-2017,94705,ZCTA5 94705,116250,ZCTA5 94705,7719
G94706,2013-2017,94706,ZCTA5 94706,89425,ZCTA5 94706,5954
G94707,2013-2017,94707,ZCTA5 94707,143297,ZCTA5 94707,6744
G94708,2013-2017,94708,ZCTA5 94708,159046,ZCTA5 94708,10117
G94709,2013-2017,94709,ZCTA5 94709,66028,ZCTA5 94709,4831
G94710,2013-2017,94710,ZCTA5 94710,62524,ZCTA5 94710,11218
G94720,2013-2017,94720,ZCTA5 94720,,ZCTA5 94720,
G94801,2013-2017,94801,ZCTA5 94801,48822,ZCTA5 94801,2688
G94803,2013-2017,94803,ZCTA5 94803,82788,ZCTA5 94803,3977
G94804,2013-2017,94804,ZCTA5 94804,51918,ZCTA5 94804,3913
G94805,2013-2017,94805,ZCTA5 94805,75843,ZCTA5 94805,4552
G94806,2013-2017,94806,ZCTA5 94806,56605,ZCTA5 94806,3296
G94850,2013-2017,94850,ZCTA5 94850,,ZCTA5 94850,
G94901,2013-2017,94901,ZCTA5 94901,85889,ZCTA5 94901,5108
G94903,2013-2017,94903,ZCTA5 94903,99071,ZCTA5 94903,8706
G94904,2013-2017,94904,ZCTA5 94904,116469,ZCTA5 94904,13024
G94920,2013-2017,94920,ZCTA5 94920,159423,ZCTA5 94920,15433
G94922,2013-2017,94922,ZCTA5 94922,,ZCTA5 94922,
G94923,2013-2017,94923,ZCTA5 94923,120250,ZCTA5 94923,84971
G94924,2013-2017,94924,ZCTA5 94924,52375,ZCTA5 94924,23422
G94925,2013-2017,94925,ZCTA5 94925,134902,ZCTA5 94925,13227
G94928,2013-2017,94928,ZCTA5 94928,62894,ZCTA5 94928,2943
G94929,2013-2017,94929,ZCTA5 94929,94375,ZCTA5 94929,54007
G94930,2013-2017,94930,ZCTA5 94930,99803,ZCTA5 94930,14943
G94931,2013-2017,94931,ZCTA5 94931,73154,ZCTA5 94931,7472
G94933,2013-2017,94933,ZCTA5 94933,94107,ZCTA5 94933,38092
G94937,2013-2017,94937,ZCTA5 94937,66500,ZCTA5 94937,22454
G94938,2013-2017,94938,ZCTA5 94938,85250,ZCTA5 94938,75841
G94939,2013-2017,94939,ZCTA5 94939,99980,ZCTA5 94939,13523
G94940,2013-2017,94940,ZCTA5 94940,,ZCTA5 94940,
G94941,2013-2017,94941,ZCTA5 94941,133462,ZCTA5 94941,8061
G94945,2013-2017,94945,ZCTA5 94945,93765,ZCTA5 94945,8074
G94946,2013-2017,94946,ZCTA5 94946,108750,ZCTA5 94946,20810
G94947,2013-2017,94947,ZCTA5 94947,97628,ZCTA5 94947,7043
G94949,2013-2017,94949,ZCTA5 94949,83164,ZCTA5 94949,8514
G94950,2013-2017,94950,ZCTA5 94950,67788,ZCTA5 94950,44736
G94951,2013-2017,94951,ZCTA5 94951,95272,ZCTA5 94951,12905
G94952,2013-2017,94952,ZCTA5 94952,82619,ZCTA5 94952,3290
G94954,2013-2017,94954,ZCTA5 94954,86953,ZCTA5 94954,3093
G94956,2013-2017,94956,ZCTA5 94956,66289,ZCTA5 94956,7440
G94957,2013-2017,94957,ZCTA5 94957,243214,ZCTA5 94957,32855
G94960,2013-2017,94960,ZCTA5 94960,123861,ZCTA5 94960,9620
G94963,2013-2017,94963,ZCTA5 94963,106170,ZCTA5 94963,18537
G94964,2013-2017,94964,ZCTA5 94964,,ZCTA5 94964,
G94965,2013-2017,94965,ZCTA5 94965,101947,ZCTA5 94965,10078
G94970,2013-2017,94970,ZCTA5 94970,119934,ZCTA5 94970,17016
G94971,2013-2017,94971,ZCTA5 94971,84737,ZCTA5 94971,56147
G94972,2013-2017,94972,ZCTA5 94972,,ZCTA5 94972,
G94973,2013-2017,94973,ZCTA5 94973,93403,ZCTA5 94973,45324
G95002,2013-2017,95002,ZCTA5 95002,82845,ZCTA5 95002,9078
G95003,2013-2017,95003,ZCTA5 95003,91500,ZCTA5 95003,8033
G95004,2013-2017,95004,ZCTA5 95004,98672,ZCTA5 95004,19247
G95005,2013-2017,95005,ZCTA5 95005,76250,ZCTA5 95005,10633
G95006,2013-2017,95006,ZCTA5 95006,80991,ZCTA5 95006,7171
G95007,2013-2017,95007,ZCTA5 95007,,ZCTA5 95007,
G95008,2013-2017,95008,ZCTA5 95008,106536,ZCTA5 95008,3776
G95010,2013-2017,95010,ZCTA5 95010,69590,ZCTA5 95010,16098
G95012,2013-2017,95012,ZCTA5 95012,54793,ZCTA5 95012,8660
G95013,2013-2017,95013,ZCTA5 95013,51500,ZCTA5 95013,23889
G95014,2013-2017,95014,ZCTA5 95014,150529,ZCTA5 95014,7277
G95017,2013-2017,95017,ZCTA5 95017,70000,ZCTA5 95017,19263
G95018,2013-2017,95018,ZCTA5 95018,96651,ZCTA5 95018,10429
G95019,2013-2017,95019,ZCTA5 95019,38854,ZCTA5 95019,13235
G95020,2013-2017,95020,ZCTA5 95020,90144,ZCTA5 95020,4560
G95023,2013-2017,95023,ZCTA5 95023,82935,ZCTA5 95023,3413
G95030,2013-2017,95030,ZCTA5 95030,180222,ZCTA5 95030,12674
G95032,2013-2017,95032,ZCTA5 95032,129177,ZCTA5 95032,7629
G95033,2013-2017,95033,ZCTA5 95033,147619,ZCTA5 95033,9464
G95035,2013-2017,95035,ZCTA5 95035,110659,ZCTA5 95035,6473
G95037,2013-2017,95037,ZCTA5 95037,108554,ZCTA5 95037,8443
G95039,2013-2017,95039,ZCTA5 95039,39971,ZCTA5 95039,14745
G95041,2013-2017,95041,ZCTA5 95041,55845,ZCTA5 95041,18892
G95043,2013-2017,95043,ZCTA5 95043,73333,ZCTA5 95043,10204
G95045,2013-2017,95045,ZCTA5 95045,62589,ZCTA5 95045,8011
G95046,2013-2017,95046,ZCTA5 95046,110500,ZCTA5 95046,10749
G95050,2013-2017,95050,ZCTA5 95050,84269,ZCTA5 95050,6221
G95051,2013-2017,95051,ZCTA5 95051,113021,ZCTA5 95051,4013
G95053,2013-2017,95053,ZCTA5 95053,,ZCTA5 95053,
G95054,2013-2017,95054,ZCTA5 95054,140890,ZCTA5 95054,8874
G95060,2013-2017,95060,ZCTA5 95060,65237,ZCTA5 95060,5197
G95062,2013-2017,95062,ZCTA5 95062,69472,ZCTA5 95062,5559
G95064,2013-2017,95064,ZCTA5 95064,44444,ZCTA5 95064,12537
G95065,2013-2017,95065,ZCTA5 95065,91957,ZCTA5 95065,10726
G95066,2013-2017,95066,ZCTA5 95066,102924,ZCTA5 95066,7826
G95070,2013-2017,95070,ZCTA5 95070,173739,ZCTA5 95070,7352
G95073,2013-2017,95073,ZCTA5 95073,86169,ZCTA5 95073,7954
G95075,2013-2017,95075,ZCTA5 95075,70893,ZCTA5 95075,16579
G95076,2013-2017,95076,ZCTA5 95076,61211,ZCTA5 95076,2692
G95110,2013-2017,95110,ZCTA5 95110,76250,ZCTA5 95110,6581
G95111,2013-2017,95111,ZCTA5 95111,66549,ZCTA5 95111,2720
G95112,2013-2017,95112,ZCTA5 95112,60569,ZCTA5 95112,5078
G95113,2013-2017,95113,ZCTA5 95113,114539,ZCTA5 95113,17469
G95116,2013-2017,95116,ZCTA5 95116,56299,ZCTA5 95116,3636
G95117,2013-2017,95117,ZCTA5 95117,82279,ZCTA5 95117,6743
G95118,2013-2017,95118,ZCTA5 95118,101780,ZCTA5 95118,4596
G95119,2013-2017,95119,ZCTA5 95119,120071,ZCTA5 95119,9703
G95120,2013-2017,95120,ZCTA5 95120,171908,ZCTA5 95120,5440
G95121,2013-2017,95121,ZCTA5 95121,94818,ZCTA5 95121,5448
G95122,2013-2017,95122,ZCTA5 95122,66606,ZCTA5 95122,3088
G95123,2013-2017,95123,ZCTA5 95123,102599,ZCTA5 95123,2742
G95124,2013-2017,95124,ZCTA5 95124,131250,ZCTA5 95124,6564
G95125,2013-2017,95125,ZCTA5 95125,114386,ZCTA5 95125,6618
G95126,2013-2017,95126,ZCTA5 95126,85489,ZCTA5 95126,7791
G95127,2013-2017,95127,ZCTA5 95127,84239,ZCTA5 95127,4887
G95128,2013-2017,95128,ZCTA5 95128,80916,ZCTA5 95128,4908
G95129,2013-2017,95129,ZCTA5 95129,131976,ZCTA5 95129,9246
G95130,2013-2017,95130,ZCTA5 95130,106477,ZCTA5 95130,16860
G95131,2013-2017,95131,ZCTA5 95131,114675,ZCTA5 95131,11636
G95132,2013-2017,95132,ZCTA5 95132,102868,ZCTA5 95132,4016
G95133,2013-2017,95133,ZCTA5 95133,79043,ZCTA5 95133,3793
G95134,2013-2017,95134,ZCTA5 95134,132891,ZCTA5 95134,4517
G95135,2013-2017,95135,ZCTA5 95135,137067,ZCTA5 95135,12821
G95136,2013-2017,95136,ZCTA5 95136,98340,ZCTA5 95136,6911
G95138,2013-2017,95138,ZCTA5 95138,159311,ZCTA5 95138,9666
G95139,2013-2017,95139,ZCTA5 95139,125855,ZCTA5 95139,11521
G95140,2013-2017,95140,ZCTA5 95140,,ZCTA5 95140,
G95148,2013-2017,95148,ZCTA5 95148,120088,ZCTA5 95148,6576
G95202,2013-2017,95202,ZCTA5 95202,14549,ZCTA5 95202,1259
G95203,2013-2017,95203,ZCTA5 95203,41218,ZCTA5 95203,2747
G95204,2013-2017,95204,ZCTA5 95204,44953,ZCTA5 95204,2823
G95205,2013-2017,95205,ZCTA5 95205,33915,ZCTA5 95205,1632
G95206,2013-2017,95206,ZCTA5 95206,45342,ZCTA5 95206,2492
G95207,2013-2017,95207,ZCTA5 95207,41307,ZCTA5 95207,1391
G95209,2013-2017,95209,ZCTA5 95209,74645,ZCTA5 95209,3233
G95210,2013-2017,95210,ZCTA5 95210,40426,ZCTA5 95210,2183
G95211,2013-2017,95211,ZCTA5 95211,,ZCTA5 95211,
G95212,2013-2017,95212,ZCTA5 95212,82260,ZCTA5 95212,11487
G95215,2013-2017,95215,ZCTA5 95215,45441,ZCTA5 95215,5321
G95219,2013-2017,95219,ZCTA5 95219,81049,ZCTA5 95219,7467
G95220,2013-2017,95220,ZCTA5 95220,65682,ZCTA5 95220,16530
G95222,2013-2017,95222,ZCTA5 95222,51308,ZCTA5 95222,11562
G95223,2013-2017,95223,ZCTA5 95223,57083,ZCTA5 95223,7400
G95224,2013-2017,95224,ZCTA5 95224,19000,ZCTA5 95224,18375
G95225,2013-2017,95225,ZCTA5 95225,,ZCTA5 95225,
G95226,2013-2017,95226,ZCTA5 95226,,ZCTA5 95226,
G95227,2013-2017,95227,ZCTA5 95227,88750,ZCTA5 95227,29131
G95228,2013-2017,95228,ZCTA5 95228,76354,ZCTA5 95228,15121
G95230,2013-2017,95230,ZCTA5 95230,82995,ZCTA5 95230,31315
G95231,2013-2017,95231,ZCTA5 95231,40172,ZCTA5 95231,7071
G95232,2013-2017,95232,ZCTA5 95232,,ZCTA5 95232,
G95233,2013-2017,95233,ZCTA5 95233,50870,ZCTA5 95233,22415
G95234,2013-2017,95234,ZCTA5 95234,,ZCTA5 95234,
G95236,2013-2017,95236,ZCTA5 95236,70809,ZCTA5 95236,9032
G95237,2013-2017,95237,ZCTA5 95237,53646,ZCTA5 95237,9046
G95240,2013-2017,95240,ZCTA5 95240,44499,ZCTA5 95240,2283
G95242,2013-2017,95242,ZCTA5 95242,66626,ZCTA5 95242,3272
G95245,2013-2017,95245,ZCTA5 95245,52829,ZCTA5 95245,13173
G95246,2013-2017,95246,ZCTA5 95246,37917,ZCTA5 95246,12444
G95247,2013-2017,95247,ZCTA5 95247,47235,ZCTA5 95247,8732
G95248,2013-2017,95248,ZCTA5 95248,30903,ZCTA5 95248,19222
G95249,2013-2017,95249,ZCTA5 95249,37034,ZCTA5 95249,5032
G95250,2013-2017,95250,ZCTA5 95250,,ZCTA5 95250,
G95251,2013-2017,95251,ZCTA5 95251,54306,ZCTA5 95251,23584
G95252,2013-2017,95252,ZCTA5 95252,68023,ZCTA5 95252,15676
G95254,2013-2017,95254,ZCTA5 95254,98726,ZCTA5 95254,22980
G95255,2013-2017,95255,ZCTA5 95255,33669,ZCTA5 95255,7071
G95257,2013-2017,95257,ZCTA5 95257,50743,ZCTA5 95257,26346
G95258,2013-2017,95258,ZCTA5 95258,85047,ZCTA5 95258,15477
G95301,2013-2017,95301,ZCTA5 95301,54434,ZCTA5 95301,3616
G95303,2013-2017,95303,ZCTA5 95303,51364,ZCTA5 95303,17835
G95304,2013-2017,95304,ZCTA5 95304,85035,ZCTA5 95304,17088
G95305,2013-2017,95305,ZCTA5 95305,,ZCTA5 95305,
G95306,2013-2017,95306,ZCTA5 95306,44805,ZCTA5 95306,28077
G95307,2013-2017,95307,ZCTA5 95307,51918,ZCTA5 95307,2775
G95310,2013-2017,95310,ZCTA5 95310,38320,ZCTA5 95310,7790
G95311,2013-2017,95311,ZCTA5 95311,46333,ZCTA5 95311,17772
G95312,2013-2017,95312,ZCTA5 95312,39167,ZCTA5 95312,26899
G95313,2013-2017,95313,ZCTA5 95313,45769,ZCTA5 95313,16320
G95314,2013-2017,95314,ZCTA5 95314,,ZCTA5 95314,
G95315,2013-2017,95315,ZCTA5 95315,49651,ZCTA5 95315,3163
G95316,2013-2017,95316,ZCTA5 95316,69750,ZCTA5 95316,12529
G95317,2013-2017,95317,ZCTA5 95317,36771,ZCTA5 95317,5467
G95318,2013-2017,95318,ZCTA5 95318,86250,ZCTA5 95318,41020
G95319,2013-2017,95319,ZCTA5 95319,28861,ZCTA5 95319,4166
G95320,2013-2017,95320,ZCTA5 95320,63873,ZCTA5 95320,7965
G95321,2013-2017,95321,ZCTA5 95321,47781,ZCTA5 95321,5327
G95322,2013-2017,95322,ZCTA5 95322,42358,ZCTA5 95322,7772
G95323,2013-2017,95323,ZCTA5 95323,62125,ZCTA5 95323,7348
G95324,2013-2017,95324,ZCTA5 95324,57870,ZCTA5 95324,7625
G95325,2013-2017,95325,ZCTA5 95325,,ZCTA5 95325,
G95326,2013-2017,95326,ZCTA5 95326,59515,ZCTA5 95326,12673
G95327,2013-2017,95327,ZCTA5 95327,53389,ZCTA5 95327,8306
G95328,2013-2017,95328,ZCTA5 95328,46164,ZCTA5 95328,13949
G95329,2013-2017,95329,ZCTA5 95329,54247,ZCTA5 95329,7783
G95330,2013-2017,95330,ZCTA5 95330,72398,ZCTA5 95330,4495
G95333,2013-2017,95333,ZCTA5 95333,47383,ZCTA5 95333,5174
G95334,2013-2017,95334,ZCTA5 95334,53515,ZCTA5 95334,4515
G95335,2013-2017,95335,ZCTA5 95335,38553,ZCTA5 95335,31742
G95336,2013-2017,95336,ZCTA5 95336,61881,ZCTA5 95336,2636
G95337,2013-2017,95337,ZCTA5 95337,78064,ZCTA5 95337,3593
G95338,2013-2017,95338,ZCTA5 95338,52725,ZCTA5 95338,4479
G95340,2013-2017,95340,ZCTA5 95340,51275,ZCTA5 95340,3371
G95341,2013-2017,95341,ZCTA5 95341,34315,ZCTA5 95341,1411
G95345,2013-2017,95345,ZCTA5 95345,35000,ZCTA5 95345,32996
G95346,2013-2017,95346,ZCTA5 95346,51481,ZCTA5 95346,8548
G95348,2013-2017,95348,ZCTA5 95348,42651,ZCTA5 95348,3785
G95350,2013-2017,95350,ZCTA5 95350,46765,ZCTA5 95350,2526
G95351,2013-2017,95351,ZCTA5 95351,38954,ZCTA5 95351,2155
G95354,2013-2017,95354,ZCTA5 95354,45417,ZCTA5 95354,3759
G95355,2013-2017,95355,ZCTA5 95355,61570,ZCTA5 95355,5436
G95356,2013-2017,95356,ZCTA5 95356,67415,ZCTA5 95356,3999
G95357,2013-2017,95357,ZCTA5 95357,60071,ZCTA5 95357,6299
G95358,2013-2017,95358,ZCTA5 95358,55422,ZCTA5 95358,3289
G95360,2013-2017,95360,ZCTA5 95360,53471,ZCTA5 95360,6622
G95361,2013-2017,95361,ZCTA5 95361,59827,ZCTA5 95361,4920
G95363,2013-2017,95363,ZCTA5 95363,62445,ZCTA5 95363,7609
G95364,2013-2017,95364,ZCTA5 95364,,ZCTA5 95364,
G95365,2013-2017,95365,ZCTA5 95365,40309,ZCTA5 95365,4081
G95366,2013-2017,95366,ZCTA5 95366,81570,ZCTA5 95366,5811
G95367,2013-2017,95367,ZCTA5 95367,64756,ZCTA5 95367,3837
G95368,2013-2017,95368,ZCTA5 95368,72348,ZCTA5 95368,8338
G95369,2013-2017,95369,ZCTA5 95369,47426,ZCTA5 95369,9398
G95370,2013-2017,95370,ZCTA5 95370,55086,ZCTA5 95370,4899
G95372,2013-2017,95372,ZCTA5 95372,77332,ZCTA5 95372,16571
G95374,2013-2017,95374,ZCTA5 95374,44667,ZCTA5 95374,10349
G95375,2013-2017,95375,ZCTA5 95375,,ZCTA5 95375,
G95376,2013-2017,95376,ZCTA5 95376,70501,ZCTA5 95376,2333
G95377,2013-2017,95377,ZCTA5 95377,99411,ZCTA5 95377,4086
G95379,2013-2017,95379,ZCTA5 95379,61801,ZCTA5 95379,19178
G95380,2013-2017,95380,ZCTA5 95380,42786,ZCTA5 95380,2975
G95382,2013-2017,95382,ZCTA5 95382,67416,ZCTA5 95382,3775
G95383,2013-2017,95383,ZCTA5 95383,53929,ZCTA5 95383,16567
G95385,2013-2017,95385,ZCTA5 95385,52708,ZCTA5 95385,29369
G95386,2013-2017,95386,ZCTA5 95386,54386,ZCTA5 95386,5533
G95387,2013-2017,95387,ZCTA5 95387,35708,ZCTA5 95387,5490
G95388,2013-2017,95388,ZCTA5 95388,42740,ZCTA5 95388,2448
G95389,2013-2017,95389,ZCTA5 95389,65096,ZCTA5 95389,31233
G95391,2013-2017,95391,ZCTA5 95391,120196,ZCTA5 95391,4862
G95401,2013-2017,95401,ZCTA5 95401,62244,ZCTA5 95401,2325
G95403,2013-2017,95403,ZCTA5 95403,68550,ZCTA5 95403,3675
G95404,2013-2017,95404,ZCTA5 95404,72272,ZCTA5 95404,5925
G95405,2013-2017,95405,ZCTA5 95405,82274,ZCTA5 95405,5657
G95407,2013-2017,95407,ZCTA5 95407,56192,ZCTA5 95407,3373
G95409,2013-2017,95409,ZCTA5 95409,69660,ZCTA5 95409,4035
G95410,2013-2017,95410,ZCTA5 95410,39048,ZCTA5 95410,15071
G95412,2013-2017,95412,ZCTA5 95412,72102,ZCTA5 95412,13274
G95415,2013-2017,95415,ZCTA5 95415,39044,ZCTA5 95415,6520
G95417,2013-2017,95417,ZCTA5 95417,60909,ZCTA5 95417,20193
G95420,2013-2017,95420,ZCTA5 95420,74974,ZCTA5 95420,44330
G95421,2013-2017,95421,ZCTA5 95421,51838,ZCTA5 95421,9396
G95422,2013-2017,95422,ZCTA5 95422,27161,ZCTA5 95422,2180
G95423,2013-2017,95423,ZCTA5 95423,36292,ZCTA5 95423,10125
G95425,2013-2017,95425,ZCTA5 95425,64199,ZCTA5 95425,6153
G95426,2013-2017,95426,ZCTA5 95426,77714,ZCTA5 95426,24645
G95427,2013-2017,95427,ZCTA5 95427,24000,ZCTA5 95427,15441
G95428,2013-2017,95428,ZCTA5 95428,35288,ZCTA5 95428,5597
G95429,2013-2017,95429,ZCTA5 95429,51250,ZCTA5 95429,18700
G95430,2013-2017,95430,ZCTA5 95430,,ZCTA5 95430,
G95431,2013-2017,95431,ZCTA5 95431,,ZCTA5 95431,
G95432,2013-2017,95432,ZCTA5 95432,47955,ZCTA5 95432,15638
G95435,2013-2017,95435,ZCTA5 95435,,ZCTA5 95435,
G95436,2013-2017,95436,ZCTA5 95436,59548,ZCTA5 95436,5802
G95437,2013-2017,95437,ZCTA5 95437,46366,ZCTA5 95437,5837
